Agriculture Year,Crop,Area,Area Unit,Area_Cent,Production,Production Unit,Productivity,Productivity Unit,Yield_kg_ha,Soil_Type,Soil_pH,Nitrogen_N_kg_ha,Phosphorus_P_kg_ha,Potassium_K_kg_ha,Rainfall_mm,Temperature_C,Humidity_percent,Irrigation_Level,Season,Suitability_Score_Derived
2021-22,Betel leaves,243.0,Hectare,60046.515,8653.0,MT,35609.0,Kg/ Hectare,35609.0,Loamy,6.455892789024387,56.816701191412236,37.50669274785366,82.89561891863666,2083.8662826564646,24.66020732674767,76.58073764318571,High,Perennial,89.0
2023-24,Cashew,31690.0,Hectare,7830757.449999999,12780.0,MT,403.0,Kg/ Hectare,403.0,Clay,5.9473733103518205,55.65238921393786,23.78824500783248,50.52667072587176,1141.3079124582757,30.6717153636344,61.36075947232343,Low,Perennial,60.51
2022-23,Tea,35651.0,Hectare,8809540.355,65980.0,MT,1851.0,Kg/ Hectare,1851.0,Silty,5.205506189241919,89.46179888573927,30.214229275074366,75.68033599375359,1884.8034251116796,23.307549094066797,86.2838950310327,Medium,Perennial,77.06
2022-23,Cardamom,40345.0,Hectare,9969451.225,22165.0,MT,549.0,Kg/ Hectare,549.0,Loamy,5.359323176328455,57.15379911356101,29.89118503651838,54.48735642799304,2776.432518897306,22.65157205879646,77.80461785723308,Medium,Perennial,62.62
2022-23,Cardamom,40345.0,Hectare,9969451.225,22165.0,MT,549.0,Kg/ Hectare,549.0,Sandy,5.45206064611873,63.12765558272453,29.195243363210306,57.53518996899139,3403.5452073912884,20.920392211940474,80.00801882025686,Medium,Perennial,59.68
2023-24,Ginger,2241.0,Hectare,553762.3049999999,44390.0,MT,4358.0,Kg/ Hectare,4358.0,Sandy,5.830651645872612,68.48030893157645,47.290790665347316,55.7411480394317,1952.9248479366236,23.974410459189514,72.3789493727059,Medium,Kharif,76.55
2021-22,Betel leaves,243.0,Hectare,60046.515,8653.0,MT,35609.0,Kg/ Hectare,35609.0,Sandy,5.731750617180435,71.69335876510407,43.43694154786521,86.86163669871684,1738.628819157743,25.574921505151003,100.0,High,Perennial,94.64
2023-24,Turmeric,2046.0,Hectare,505576.82999999996,36146.0,MT,3004.0,Kg/ Hectare,3004.0,Loamy,5.511087552043115,53.1164434605411,33.19872110432864,55.76775607778846,1357.7539643405207,25.588160516351575,85.92142795609627,Medium,Kharif,73.01
2021-22,Jack,88873.0,Hectare,21960962.665,266.0,Million Nuts,2993.0,Nuts/ Hectare,2993.0,Clay,5.8261625863597075,53.11246311619955,20.83441761971869,70.2977246307219,1816.2320351180977,28.386998364600327,77.36099910361642,Low,Perennial,80.45
2021-22,Cardamom,39143.0,Hectare,9672431.014999999,21270.0,MT,543.0,Kg/ Hectare,543.0,Silty,5.343382742263752,50.152888618653506,23.148988463268,58.00577732429053,3074.7337908857858,22.64385039173778,97.87555599799944,Medium,Perennial,63.42
2022-23,Ginger,2582.0,Hectare,638025.11,11007.0,MT,4263.0,Kg/ Hectare,4263.0,Silty,5.985296133761173,57.19048886369433,35.89498688020586,62.80805165822581,1746.4419523350793,24.231564425291094,75.8916300296243,Medium,Kharif,79.43
2023-24,Tapioca,55869.0,Hectare,13805509.245,2365765.0,MT,42345.0,Kg/ Hectare,42345.0,Silty,5.66518525614061,59.26843009999805,26.006350357137944,67.68250943249187,1484.3781052255033,28.857692308408957,69.8455022390325,Medium,Kharif,94.63
2023-24,Banana,47542.0,Hectare,11747865.91,477521.0,MT,10044.0,Kg/ Hectare,10044.0,Clay,6.25812433065617,97.8875672038872,51.74306709458845,138.59800315208594,1677.753275734647,21.376066777534692,83.1039646531597,High,Perennial,94.3
2023-24,Cardamom,40345.0,Hectare,9969451.225,22869.0,MT,567.0,Kg/ Hectare,567.0,Silty,5.556688044452932,61.633810383310504,29.565158922117668,52.6168403215468,3730.569465607041,16.38057468174463,78.34824028204113,Medium,Perennial,57.45
